alpha,cl,cd,cm,name,re,ma,img
10.0,0.9688,0.03128,0.021,NACA 0013,103000,0.0,NACA0013_sdf_103000_0.0_10.jpg
11.0,1.0178,0.0362,0.0275,NACA 0013,103000,0.0,NACA0013_sdf_103000_0.0_11.jpg
12.0,1.0442,0.04258,0.0346,NACA 0013,103000,0.0,NACA0013_sdf_103000_0.0_12.jpg
13.0,1.0375,0.05303,0.0384,NACA 0013,103000,0.0,NACA0013_sdf_103000_0.0_13.jpg
14.0,0.9793,0.07229,0.0317,NACA 0013,103000,0.0,NACA0013_sdf_103000_0.0_14.jpg
15.0,0.712,0.14985,-0.013,NACA 0013,103000,0.0,NACA0013_sdf_103000_0.0_15.jpg
-1.0,-0.1241,0.01426,-0.0004,NACA 0014,103000,0.0,NACA0014_sdf_103000_0.0_-1.jpg
0.0,-0.0,0.01407,0.0,NACA 0014,103000,0.0,NACA0014_sdf_103000_0.0_0.jpg
1.0,0.1241,0.01426,0.0004,NACA 0014,103000,0.0,NACA0014_sdf_103000_0.0_1.jpg
2.0,0.2543,0.01478,-0.0013,NACA 0014,103000,0.0,NACA0014_sdf_103000_0.0_2.jpg
3.0,0.3957,0.01548,-0.0065,NACA 0014,103000,0.0,NACA0014_sdf_103000_0.0_3.jpg
4.0,0.5401,0.01636,-0.0136,NACA 0014,103000,0.0,NACA0014_sdf_103000_0.0_4.jpg
5.0,0.6437,0.01742,-0.0134,NACA 0014,103000,0.0,NACA0014_sdf_103000_0.0_5.jpg
6.0,0.716,0.01894,-0.0071,NACA 0014,103000,0.0,NACA0014_sdf_103000_0.0_6.jpg
7.0,0.7847,0.02092,-0.0001,NACA 0014,103000,0.0,NACA0014_sdf_103000_0.0_7.jpg
8.0,0.8494,0.02338,0.0072,NACA 0014,103000,0.0,NACA0014_sdf_103000_0.0_8.jpg
9.0,0.9113,0.02639,0.0146,NACA 0014,103000,0.0,NACA0014_sdf_103000_0.0_9.jpg
10.0,0.9691,0.03002,0.0215,NACA 0014,103000,0.0,NACA0014_sdf_103000_0.0_10.jpg
11.0,1.0142,0.03437,0.0291,NACA 0014,103000,0.0,NACA0014_sdf_103000_0.0_11.jpg
12.0,1.0471,0.03977,0.0359,NACA 0014,103000,0.0,NACA0014_sdf_103000_0.0_12.jpg
13.0,1.0616,0.04769,0.0402,NACA 0014,103000,0.0,NACA0014_sdf_103000_0.0_13.jpg
14.0,1.0634,0.05789,0.0408,NACA 0014,103000,0.0,NACA0014_sdf_103000_0.0_14.jpg
15.0,1.0089,0.07759,0.0331,NACA 0014,103000,0.0,NACA0014_sdf_103000_0.0_15.jpg
-1.0,-0.1191,0.0147,-0.0012,NACA 0015,103000,0.0,NACA0015_sdf_103000_0.0_-1.jpg
0.0,0.0,0.01447,-0.0,NACA 0015,103000,0.0,NACA0015_sdf_103000_0.0_0.jpg
1.0,0.1191,0.0147,0.0012,NACA 0015,103000,0.0,NACA0015_sdf_103000_0.0_1.jpg
2.0,0.242,0.01526,0.001,NACA 0015,103000,0.0,NACA0015_sdf_103000_0.0_2.jpg
3.0,0.3747,0.01603,-0.0021,NACA 0015,103000,0.0,NACA0015_sdf_103000_0.0_3.jpg
4.0,0.5165,0.01694,-0.0082,NACA 0015,103000,0.0,NACA0015_sdf_103000_0.0_4.jpg
5.0,0.6613,0.01801,-0.0161,NACA 0015,103000,0.0,NACA0015_sdf_103000_0.0_5.jpg
6.0,0.7375,0.01931,-0.0108,NACA 0015,103000,0.0,NACA0015_sdf_103000_0.0_6.jpg
7.0,0.8011,0.02105,-0.0031,NACA 0015,103000,0.0,NACA0015_sdf_103000_0.0_7.jpg
8.0,0.8608,0.02321,0.0052,NACA 0015,103000,0.0,NACA0015_sdf_103000_0.0_8.jpg
9.0,0.914,0.02593,0.0141,NACA 0015,103000,0.0,NACA0015_sdf_103000_0.0_9.jpg
10.0,0.9656,0.02911,0.0222,NACA 0015,103000,0.0,NACA0015_sdf_103000_0.0_10.jpg
11.0,1.0037,0.03308,0.031,NACA 0015,103000,0.0,NACA0015_sdf_103000_0.0_11.jpg
12.0,1.0336,0.03828,0.0376,NACA 0015,103000,0.0,NACA0015_sdf_103000_0.0_12.jpg
13.0,1.0571,0.04532,0.0417,NACA 0015,103000,0.0,NACA0015_sdf_103000_0.0_13.jpg
14.0,1.0655,0.05475,0.043,NACA 0015,103000,0.0,NACA0015_sdf_103000_0.0_14.jpg
15.0,1.0281,0.07126,0.0379,NACA 0015,103000,0.0,NACA0015_sdf_103000_0.0_15.jpg
-1.0,-0.1156,0.01515,-0.0017,NACA 0016,103000,0.0,NACA0016_sdf_103000_0.0_-1.jpg
0.0,0.0,0.01492,-0.0,NACA 0016,103000,0.0,NACA0016_sdf_103000_0.0_0.jpg
1.0,0.1156,0.01515,0.0017,NACA 0016,103000,0.0,NACA0016_sdf_103000_0.0_1.jpg
2.0,0.234,0.01572,0.0024,NACA 0016,103000,0.0,NACA0016_sdf_103000_0.0_2.jpg
3.0,0.3598,0.01652,0.0008,NACA 0016,103000,0.0,NACA0016_sdf_103000_0.0_3.jpg
4.0,0.4941,0.01746,-0.0034,NACA 0016,103000,0.0,NACA0016_sdf_103000_0.0_4.jpg
5.0,0.6338,0.01856,-0.0098,NACA 0016,103000,0.0,NACA0016_sdf_103000_0.0_5.jpg
6.0,0.7608,0.01986,-0.0147,NACA 0016,103000,0.0,NACA0016_sdf_103000_0.0_6.jpg
7.0,0.8202,0.02138,-0.0064,NACA 0016,103000,0.0,NACA0016_sdf_103000_0.0_7.jpg
8.0,0.8733,0.02332,0.003,NACA 0016,103000,0.0,NACA0016_sdf_103000_0.0_8.jpg
9.0,0.9206,0.02566,0.013,NACA 0016,103000,0.0,NACA0016_sdf_103000_0.0_9.jpg
10.0,0.9621,0.02861,0.023,NACA 0016,103000,0.0,NACA0016_sdf_103000_0.0_10.jpg
11.0,0.9952,0.03225,0.0325,NACA 0016,103000,0.0,NACA0016_sdf_103000_0.0_11.jpg
12.0,1.0268,0.03726,0.039,NACA 0016,103000,0.0,NACA0016_sdf_103000_0.0_12.jpg
13.0,1.0508,0.04379,0.043,NACA 0016,103000,0.0,NACA0016_sdf_103000_0.0_13.jpg
14.0,1.0602,0.05284,0.0443,NACA 0016,103000,0.0,NACA0016_sdf_103000_0.0_14.jpg
15.0,1.0489,0.06558,0.0421,NACA 0016,103000,0.0,NACA0016_sdf_103000_0.0_15.jpg
-1.0,-0.1134,0.01562,-0.0019,NACA 0017,103000,0.0,NACA0017_sdf_103000_0.0_-1.jpg
0.0,0.0,0.01542,-0.0,NACA 0017,103000,0.0,NACA0017_sdf_103000_0.0_0.jpg
1.0,0.1133,0.01562,0.0019,NACA 0017,103000,0.0,NACA0017_sdf_103000_0.0_1.jpg
2.0,0.2273,0.01618,0.0033,NACA 0017,103000,0.0,NACA0017_sdf_103000_0.0_2.jpg
3.0,0.348,0.01699,0.0029,NACA 0017,103000,0.0,NACA0017_sdf_103000_0.0_3.jpg
4.0,0.4742,0.01795,0.0006,NACA 0017,103000,0.0,NACA0017_sdf_103000_0.0_4.jpg
5.0,0.6086,0.01909,-0.0043,NACA 0017,103000,0.0,NACA0017_sdf_103000_0.0_5.jpg
6.0,0.7503,0.0204,-0.0118,NACA 0017,103000,0.0,NACA0017_sdf_103000_0.0_6.jpg
7.0,0.8424,0.02185,-0.0102,NACA 0017,103000,0.0,NACA0017_sdf_103000_0.0_7.jpg
8.0,0.8888,0.02359,0.0003,NACA 0017,103000,0.0,NACA0017_sdf_103000_0.0_8.jpg
9.0,0.9297,0.02566,0.0115,NACA 0017,103000,0.0,NACA0017_sdf_103000_0.0_9.jpg
10.0,0.9574,0.02831,0.0239,NACA 0017,103000,0.0,NACA0017_sdf_103000_0.0_10.jpg
11.0,0.9874,0.03184,0.0338,NACA 0017,103000,0.0,NACA0017_sdf_103000_0.0_11.jpg
12.0,1.0176,0.03658,0.0404,NACA 0017,103000,0.0,NACA0017_sdf_103000_0.0_12.jpg
13.0,1.0437,0.04285,0.0444,NACA 0017,103000,0.0,NACA0017_sdf_103000_0.0_13.jpg
14.0,1.0579,0.05122,0.0462,NACA 0017,103000,0.0,NACA0017_sdf_103000_0.0_14.jpg
15.0,1.0538,0.06241,0.0447,NACA 0017,103000,0.0,NACA0017_sdf_103000_0.0_15.jpg
-1.0,-0.11,0.01612,-0.0022,NACA 0018,103000,0.0,NACA0018_sdf_103000_0.0_-1.jpg
0.0,0.0,0.01595,-0.0,NACA 0018,103000,0.0,NACA0018_sdf_103000_0.0_0.jpg
1.0,0.11,0.01612,0.0022,NACA 0018,103000,0.0,NACA0018_sdf_103000_0.0_1.jpg
2.0,0.2217,0.01664,0.004,NACA 0018,103000,0.0,NACA0018_sdf_103000_0.0_2.jpg
3.0,0.3383,0.01745,0.0045,NACA 0018,103000,0.0,NACA0018_sdf_103000_0.0_3.jpg
4.0,0.4592,0.01842,0.0034,NACA 0018,103000,0.0,NACA0018_sdf_103000_0.0_4.jpg
5.0,0.584,0.01955,0.0008,NACA 0018,103000,0.0,NACA0018_sdf_103000_0.0_5.jpg
6.0,0.7249,0.02089,-0.0062,NACA 0018,103000,0.0,NACA0018_sdf_103000_0.0_6.jpg
7.0,0.8613,0.02245,-0.0132,NACA 0018,103000,0.0,NACA0018_sdf_103000_0.0_7.jpg
8.0,0.9079,0.02402,-0.0031,NACA 0018,103000,0.0,NACA0018_sdf_103000_0.0_8.jpg
9.0,0.9391,0.02589,0.0097,NACA 0018,103000,0.0,NACA0018_sdf_103000_0.0_9.jpg
10.0,0.9571,0.02821,0.0241,NACA 0018,103000,0.0,NACA0018_sdf_103000_0.0_10.jpg
11.0,0.9807,0.03155,0.0348,NACA 0018,103000,0.0,NACA0018_sdf_103000_0.0_11.jpg
12.0,1.0109,0.03613,0.0415,NACA 0018,103000,0.0,NACA0018_sdf_103000_0.0_12.jpg
13.0,1.035,0.04226,0.0458,NACA 0018,103000,0.0,NACA0018_sdf_103000_0.0_13.jpg
14.0,1.0481,0.05044,0.0476,NACA 0018,103000,0.0,NACA0018_sdf_103000_0.0_14.jpg
15.0,1.0539,0.06025,0.0473,NACA 0018,103000,0.0,NACA0018_sdf_103000_0.0_15.jpg
-1.0,-0.1072,0.01664,-0.0025,NACA 0019,103000,0.0,NACA0019_sdf_103000_0.0_-1.jpg
0.0,0.0,0.01648,-0.0,NACA 0019,103000,0.0,NACA0019_sdf_103000_0.0_0.jpg
1.0,0.1072,0.01664,0.0025,NACA 0019,103000,0.0,NACA0019_sdf_103000_0.0_1.jpg
2.0,0.2162,0.01711,0.0046,NACA 0019,103000,0.0,NACA0019_sdf_103000_0.0_2.jpg
3.0,0.3293,0.01789,0.0057,NACA 0019,103000,0.0,NACA0019_sdf_103000_0.0_3.jpg
4.0,0.4466,0.01888,0.0055,NACA 0019,103000,0.0,NACA0019_sdf_103000_0.0_4.jpg
5.0,0.5649,0.02002,0.0044,NACA 0019,103000,0.0,NACA0019_sdf_103000_0.0_5.jpg
6.0,0.7004,0.02136,-0.001,NACA 0019,103000,0.0,NACA0019_sdf_103000_0.0_6.jpg
7.0,0.8316,0.02291,-0.0067,NACA 0019,103000,0.0,NACA0019_sdf_103000_0.0_7.jpg
8.0,0.9292,0.02462,-0.0068,NACA 0019,103000,0.0,NACA0019_sdf_103000_0.0_8.jpg
9.0,0.9507,0.02633,0.0075,NACA 0019,103000,0.0,NACA0019_sdf_103000_0.0_9.jpg
10.0,0.9557,0.02839,0.024,NACA 0019,103000,0.0,NACA0019_sdf_103000_0.0_10.jpg
11.0,0.9754,0.03152,0.0355,NACA 0019,103000,0.0,NACA0019_sdf_103000_0.0_11.jpg
12.0,1.0017,0.03599,0.0427,NACA 0019,103000,0.0,NACA0019_sdf_103000_0.0_12.jpg
13.0,1.0249,0.04196,0.0471,NACA 0019,103000,0.0,NACA0019_sdf_103000_0.0_13.jpg
14.0,1.0409,0.0497,0.0493,NACA 0019,103000,0.0,NACA0019_sdf_103000_0.0_14.jpg
15.0,1.0452,0.05937,0.0492,NACA 0019,103000,0.0,NACA0019_sdf_103000_0.0_15.jpg
-1.0,-0.1051,0.01718,-0.0026,NACA 0020,103000,0.0,NACA0020_sdf_103000_0.0_-1.jpg
0.0,0.0,0.01704,-0.0,NACA 0020,103000,0.0,NACA0020_sdf_103000_0.0_0.jpg
1.0,0.1051,0.01718,0.0026,NACA 0020,103000,0.0,NACA0020_sdf_103000_0.0_1.jpg
2.0,0.2109,0.0176,0.0051,NACA 0020,103000,0.0,NACA0020_sdf_103000_0.0_2.jpg
3.0,0.3198,0.01833,0.007,NACA 0020,103000,0.0,NACA0020_sdf_103000_0.0_3.jpg
4.0,0.4348,0.01933,0.0074,NACA 0020,103000,0.0,NACA0020_sdf_103000_0.0_4.jpg
5.0,0.5489,0.02048,0.0073,NACA 0020,103000,0.0,NACA0020_sdf_103000_0.0_5.jpg
6.0,0.6725,0.02186,0.0045,NACA 0020,103000,0.0,NACA0020_sdf_103000_0.0_6.jpg
7.0,0.8023,0.02341,-0.0007,NACA 0020,103000,0.0,NACA0020_sdf_103000_0.0_7.jpg
8.0,0.9315,0.02528,-0.0067,NACA 0020,103000,0.0,NACA0020_sdf_103000_0.0_8.jpg
9.0,0.9636,0.02698,0.005,NACA 0020,103000,0.0,NACA0020_sdf_103000_0.0_9.jpg
10.0,0.9568,0.0288,0.0234,NACA 0020,103000,0.0,NACA0020_sdf_103000_0.0_10.jpg
11.0,0.9694,0.03175,0.036,NACA 0020,103000,0.0,NACA0020_sdf_103000_0.0_11.jpg
12.0,0.9931,0.03603,0.0437,NACA 0020,103000,0.0,NACA0020_sdf_103000_0.0_12.jpg
13.0,1.0151,0.04182,0.0484,NACA 0020,103000,0.0,NACA0020_sdf_103000_0.0_13.jpg
14.0,1.0276,0.04958,0.0507,NACA 0020,103000,0.0,NACA0020_sdf_103000_0.0_14.jpg
15.0,1.0345,0.05894,0.051,NACA 0020,103000,0.0,NACA0020_sdf_103000_0.0_15.jpg
-1.0,-0.1054,0.01776,-0.0025,NACA 0021,103000,0.0,NACA0021_sdf_103000_0.0_-1.jpg
0.0,-0.0,0.01765,0.0,NACA 0021,103000,0.0,NACA0021_sdf_103000_0.0_0.jpg
1.0,0.1054,0.01776,0.0025,NACA 0021,103000,0.0,NACA0021_sdf_103000_0.0_1.jpg
2.0,0.2086,0.01817,0.0053,NACA 0021,103000,0.0,NACA0021_sdf_103000_0.0_2.jpg
3.0,0.3173,0.01886,0.0071,NACA 0021,103000,0.0,NACA0021_sdf_103000_0.0_3.jpg
4.0,0.4233,0.01977,0.0091,NACA 0021,103000,0.0,NACA0021_sdf_103000_0.0_4.jpg
5.0,0.5318,0.0209,0.0102,NACA 0021,103000,0.0,NACA0021_sdf_103000_0.0_5.jpg
6.0,0.6523,0.02229,0.0082,NACA 0021,103000,0.0,NACA0021_sdf_103000_0.0_6.jpg
7.0,0.7781,0.02388,0.0042,NACA 0021,103000,0.0,NACA0021_sdf_103000_0.0_7.jpg
8.0,0.8995,0.02573,-0.0001,NACA 0021,103000,0.0,NACA0021_sdf_103000_0.0_8.jpg
9.0,0.9836,0.02771,0.0015,NACA 0021,103000,0.0,NACA0021_sdf_103000_0.0_9.jpg
10.0,0.9634,0.02935,0.0219,NACA 0021,103000,0.0,NACA0021_sdf_103000_0.0_10.jpg
11.0,0.9682,0.03211,0.0357,NACA 0021,103000,0.0,NACA0021_sdf_103000_0.0_11.jpg
12.0,0.9877,0.03623,0.0442,NACA 0021,103000,0.0,NACA0021_sdf_103000_0.0_12.jpg
13.0,1.0079,0.04188,0.0493,NACA 0021,103000,0.0,NACA0021_sdf_103000_0.0_13.jpg
14.0,1.0213,0.04932,0.052,NACA 0021,103000,0.0,NACA0021_sdf_103000_0.0_14.jpg
15.0,1.026,0.05869,0.0525,NACA 0021,103000,0.0,NACA0021_sdf_103000_0.0_15.jpg
-1.0,-0.1015,0.01837,-0.003,NACA 0022,103000,0.0,NACA0022_sdf_103000_0.0_-1.jpg
0.0,0.0,0.01823,-0.0,NACA 0022,103000,0.0,NACA0022_sdf_103000_0.0_0.jpg
1.0,0.1015,0.01837,0.003,NACA 0022,103000,0.0,NACA0022_sdf_103000_0.0_1.jpg
2.0,0.2061,0.01875,0.0054,NACA 0022,103000,0.0,NACA0022_sdf_103000_0.0_2.jpg
3.0,0.3084,0.01935,0.0082,NACA 0022,103000,0.0,NACA0022_sdf_103000_0.0_3.jpg
4.0,0.4085,0.02019,0.0112,NACA 0022,103000,0.0,NACA0022_sdf_103000_0.0_4.jpg
5.0,0.519,0.02138,0.012,NACA 0022,103000,0.0,NACA0022_sdf_103000_0.0_5.jpg
6.0,0.6259,0.02272,0.0128,NACA 0022,103000,0.0,NACA0022_sdf_103000_0.0_6.jpg
7.0,0.7415,0.02433,0.011,NACA 0022,103000,0.0,NACA0022_sdf_103000_0.0_7.jpg
8.0,0.8636,0.02623,0.0067,NACA 0022,103000,0.0,NACA0022_sdf_103000_0.0_8.jpg
9.0,0.98,0.02844,0.0021,NACA 0022,103000,0.0,NACA0022_sdf_103000_0.0_9.jpg
10.0,0.9678,0.0301,0.0202,NACA 0022,103000,0.0,NACA0022_sdf_103000_0.0_10.jpg
11.0,0.9633,0.03277,0.0353,NACA 0022,103000,0.0,NACA0022_sdf_103000_0.0_11.jpg
12.0,0.9745,0.03681,0.045,NACA 0022,103000,0.0,NACA0022_sdf_103000_0.0_12.jpg
13.0,0.9924,0.04226,0.0506,NACA 0022,103000,0.0,NACA0022_sdf_103000_0.0_13.jpg
14.0,1.0065,0.04917,0.0537,NACA 0022,103000,0.0,NACA0022_sdf_103000_0.0_14.jpg
15.0,1.0034,0.05925,0.0541,NACA 0022,103000,0.0,NACA0022_sdf_103000_0.0_15.jpg
-1.0,-0.1011,0.01897,-0.0029,NACA 0023,103000,0.0,NACA0023_sdf_103000_0.0_-1.jpg
0.0,0.0,0.01889,-0.0,NACA 0023,103000,0.0,NACA0023_sdf_103000_0.0_0.jpg
1.0,0.1011,0.01897,0.0029,NACA 0023,103000,0.0,NACA0023_sdf_103000_0.0_1.jpg
2.0,0.1991,0.01931,0.0063,NACA 0023,103000,0.0,NACA0023_sdf_103000_0.0_2.jpg
4.0,0.4015,0.02073,0.0119,NACA 0023,103000,0.0,NACA0023_sdf_103000_0.0_4.jpg
5.0,0.4988,0.02178,0.0151,NACA 0023,103000,0.0,NACA0023_sdf_103000_0.0_5.jpg
6.0,0.6074,0.0232,0.0158,NACA 0023,103000,0.0,NACA0023_sdf_103000_0.0_6.jpg
7.0,0.7075,0.02475,0.0171,NACA 0023,103000,0.0,NACA0023_sdf_103000_0.0_7.jpg
8.0,0.8276,0.02672,0.0133,NACA 0023,103000,0.0,NACA0023_sdf_103000_0.0_8.jpg
9.0,0.9357,0.02891,0.0104,NACA 0023,103000,0.0,NACA0023_sdf_103000_0.0_9.jpg
10.0,0.9775,0.03109,0.0178,NACA 0023,103000,0.0,NACA0023_sdf_103000_0.0_10.jpg
11.0,0.962,0.03358,0.0343,NACA 0023,103000,0.0,NACA0023_sdf_103000_0.0_11.jpg
12.0,0.9646,0.03753,0.0452,NACA 0023,103000,0.0,NACA0023_sdf_103000_0.0_12.jpg
13.0,0.9747,0.04315,0.0515,NACA 0023,103000,0.0,NACA0023_sdf_103000_0.0_13.jpg
14.0,0.9867,0.05017,0.0548,NACA 0023,103000,0.0,NACA0023_sdf_103000_0.0_14.jpg
15.0,0.9977,0.05832,0.056,NACA 0023,103000,0.0,NACA0023_sdf_103000_0.0_15.jpg
-1.0,-0.0993,0.01964,-0.0031,NACA 0024,103000,0.0,NACA0024_sdf_103000_0.0_-1.jpg
0.0,0.0,0.01949,-0.0,NACA 0024,103000,0.0,NACA0024_sdf_103000_0.0_0.jpg
1.0,0.0993,0.01964,0.0031,NACA 0024,103000,0.0,NACA0024_sdf_103000_0.0_1.jpg
2.0,0.1971,0.01997,0.0065,NACA 0024,103000,0.0,NACA0024_sdf_103000_0.0_2.jpg
3.0,0.2906,0.02043,0.0105,NACA 0024,103000,0.0,NACA0024_sdf_103000_0.0_3.jpg
4.0,0.3929,0.02127,0.013,NACA 0024,103000,0.0,NACA0024_sdf_103000_0.0_4.jpg
5.0,0.493,0.02237,0.0157,NACA 0024,103000,0.0,NACA0024_sdf_103000_0.0_5.jpg
6.0,0.5861,0.02364,0.0191,NACA 0024,103000,0.0,NACA0024_sdf_103000_0.0_6.jpg
7.0,0.6793,0.02519,0.0218,NACA 0024,103000,0.0,NACA0024_sdf_103000_0.0_7.jpg
8.0,0.7878,0.0272,0.0205,NACA 0024,103000,0.0,NACA0024_sdf_103000_0.0_8.jpg
9.0,0.8946,0.02947,0.0177,NACA 0024,103000,0.0,NACA0024_sdf_103000_0.0_9.jpg
10.0,0.9896,0.03227,0.015,NACA 0024,103000,0.0,NACA0024_sdf_103000_0.0_10.jpg
11.0,0.9646,0.0347,0.0327,NACA 0024,103000,0.0,NACA0024_sdf_103000_0.0_11.jpg
12.0,0.9638,0.03823,0.0444,NACA 0024,103000,0.0,NACA0024_sdf_103000_0.0_12.jpg
13.0,0.9661,0.04377,0.0518,NACA 0024,103000,0.0,NACA0024_sdf_103000_0.0_13.jpg
14.0,0.9691,0.05132,0.0555,NACA 0024,103000,0.0,NACA0024_sdf_103000_0.0_14.jpg
15.0,0.9679,0.06079,0.0566,NACA 0024,103000,0.0,NACA0024_sdf_103000_0.0_15.jpg
-1.0,-0.1639,0.01294,0.0086,NACA 0411,103000,0.0,NACA0411_sdf_103000_0.0_-1.jpg
0.0,0.0,0.01303,-0.0,NACA 0411,103000,0.0,NACA0411_sdf_103000_0.0_0.jpg
1.0,0.1639,0.01293,-0.0086,NACA 0411,103000,0.0,NACA0411_sdf_103000_0.0_1.jpg
2.0,0.3206,0.01296,-0.0164,NACA 0411,103000,0.0,NACA0411_sdf_103000_0.0_2.jpg
3.0,0.4163,0.01355,-0.0131,NACA 0411,103000,0.0,NACA0411_sdf_103000_0.0_3.jpg
4.0,0.5027,0.01473,-0.0084,NACA 0411,103000,0.0,NACA0411_sdf_103000_0.0_4.jpg
5.0,0.586,0.01659,-0.0038,NACA 0411,103000,0.0,NACA0411_sdf_103000_0.0_5.jpg
6.0,0.6672,0.01907,0.0009,NACA 0411,103000,0.0,NACA0411_sdf_103000_0.0_6.jpg
7.0,0.7479,0.02197,0.0057,NACA 0411,103000,0.0,NACA0411_sdf_103000_0.0_7.jpg
8.0,0.8252,0.02578,0.0106,NACA 0411,103000,0.0,NACA0411_sdf_103000_0.0_8.jpg
9.0,0.9005,0.03052,0.0151,NACA 0411,103000,0.0,NACA0411_sdf_103000_0.0_9.jpg
